Player,Team,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Xavier Tillman Sr.,,PF,54,18.0,2.2,5.2,0.434,0.4,1.5,0.247,0.4,0.9,0.44,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3
Xavier Tillman Sr.,Memphis Grizzlies,C,34,20.6,2.6,6.3,0.408,0.4,1.6,0.226,0.5,1.3,0.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0
Xavier Tillman Sr.,Boston Celtics,PF,20,13.7,1.7,3.3,0.515,0.4,1.4,0.286,0.2,0.4,0.571,0.7,2.0,2.7,1.0,0.5,0.5,0.3,0.8,4.0
Nicolas Batum,,PF,60,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3
Nicolas Batum,Los Angeles Clippers,PF,3,18.0,1.0,2.7,0.375,0.7,2.3,0.286,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7
Nicolas Batum,Philadelphia 76ers,PF,57,25.9,2.0,4.4,0.456,1.2,3.1,0.399,0.3,0.4,0.714,1.2,3.0,4.2,2.2,0.8,0.6,0.7,1.8,5.5
Luke Kornet,Boston Celtics,C,63,15.6,2.3,3.2,0.7,0.0,0.0,1.0,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3
Davion Mitchell,Sacramento Kings,PG,72,15.3,2.0,4.5,0.452,0.8,2.2,0.361,0.4,0.6,0.714,0.3,1.1,1.3,1.9,0.2,0.0,0.6,1.2,5.3
Mason Plumlee,Los Angeles Clippers,C,46,14.7,1.9,3.3,0.569,0.0,0.1,0.0,1.5,2.2,0.707,1.3,3.8,5.1,1.2,0.3,0.4,0.8,1.5,5.3
Stanley Umude,Detroit Pistons,SG,24,12.8,1.5,3.5,0.44,1.0,2.2,0.453,1.2,1.3,0.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3
Aleksej Pokusevski,,PF,28,14.5,1.8,4.3,0.405,0.6,2.0,0.327,1.1,1.5,0.732,0.6,2.6,3.2,1.3,0.5,0.5,0.7,0.8,5.2
Aleksej Pokusevski,Oklahoma City Thunder,PF,10,6.0,0.4,1.6,0.25,0.2,1.1,0.182,0.2,0.4,0.5,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2
Aleksej Pokusevski,,PF,18,19.2,2.5,5.8,0.429,0.9,2.4,0.364,1.6,2.1,0.757,0.8,3.6,4.4,1.7,0.8,0.7,0.9,0.9,7.4
Bol Bol,Phoenix Suns,PF,43,10.9,2.2,3.5,0.616,0.5,1.2,0.423,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2
Brandon Boston Jr.,Los Angeles Clippers,SF,32,10.8,2.0,5.0,0.404,0.4,1.6,0.269,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2
Jarred Vanderbilt,Los Angeles Lakers,PF,29,20.0,2.0,3.9,0.518,0.3,0.9,0.296,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
Seth Curry,,SG,44,14.0,1.8,4.6,0.392,0.9,2.5,0.352,0.6,0.7,0.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1
Seth Curry,Dallas Mavericks,SG,36,12.7,1.5,4.0,0.372,0.8,2.2,0.363,0.5,0.5,0.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3
Seth Curry,,SG,8,19.9,3.3,7.4,0.441,1.1,3.5,0.321,1.4,1.5,0.917,0.4,1.6,2.0,1.8,0.6,0.4,0.6,0.9,9.0
Drew Eubanks,Phoenix Suns,C,75,15.6,2.0,3.4,0.601,0.0,0.0,1.0,1.0,1.2,0.774,1.4,2.9,4.3,0.8,0.4,0.8,0.8,1.5,5.1
Bryce McGowens,,SG,59,14.9,1.7,3.9,0.439,0.6,1.7,0.333,1.1,1.4,0.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1
Richaun Holmes,,C,40,13.9,2.1,3.7,0.558,0.0,0.1,0.333,0.9,1.2,0.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0
Richaun Holmes,Dallas Mavericks,C,23,10.3,1.4,2.6,0.559,0.0,0.0,,0.5,0.9,0.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4
Richaun Holmes,Washington Wizards,PF,17,18.7,2.9,5.2,0.557,0.1,0.2,0.333,1.3,1.5,0.846,2.2,3.9,6.1,0.6,0.5,0.6,0.7,2.4,7.1
Monte Morris,,PG,33,14.4,1.9,4.6,0.405,0.8,2.1,0.386,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5.0
Monte Morris,Detroit Pistons,PG,6,11.3,2.0,5.5,0.364,0.3,1.8,0.182,0.2,0.3,0.5,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5
Monte Morris,Minnesota Timberwolves,PG,27,15.1,1.9,4.4,0.417,0.9,2.2,0.424,0.4,0.6,0.706,0.2,1.5,1.7,2.3,0.7,0.3,0.2,0.5,5.1
Goga Bitadze,Orlando Magic,C,62,15.4,2.0,3.4,0.603,0.0,0.2,0.143,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0
Jevon Carter,Chicago Bulls,PG,72,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0
Devonte' Graham,San Antonio Spurs,PG,23,13.6,1.7,4.7,0.352,1.1,3.6,0.301,0.6,0.7,0.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5.0
Isaiah Livers,Detroit Pistons,PF,23,20.4,1.7,5.0,0.345,1.0,3.3,0.286,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0
Kobi Simmons,Toronto Raptors,PG,4,16.8,2.3,5.3,0.429,0.5,2.0,0.25,0.0,0.0,,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,5.0
D.J. Wilson,Philadelphia 76ers,PF,2,7.5,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0
Jalen Wilson,Brooklyn Nets,PF,43,15.4,1.8,4.2,0.425,0.6,1.7,0.324,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0
Jock Landale,Houston Rockets,C,56,13.6,1.9,3.7,0.515,0.2,0.7,0.25,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9
Garrison Mathews,Atlanta Hawks,SG,66,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9
Jared Rhoden,Detroit Pistons,SG,17,14.4,1.9,3.9,0.5,0.7,1.8,0.387,0.3,0.5,0.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9
Kobe Bufkin,Atlanta Hawks,SG,17,11.5,2.0,5.4,0.37,0.5,2.4,0.225,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8
DeJon Jarreau,Memphis Grizzlies,SG,9,16.7,1.9,5.6,0.34,0.4,1.4,0.308,0.6,1.2,0.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8
Eugene Omoruyi,Washington Wizards,SF,43,9.1,1.9,3.9,0.485,0.3,1.1,0.283,0.7,1.1,0.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8
Kenrich Williams,Oklahoma City Thunder,PF,69,14.9,1.9,4.1,0.468,0.8,2.0,0.397,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,1.5,4.7
Kenneth Lofton Jr.,,PF,21,9.5,1.7,3.7,0.462,0.3,1.1,0.292,0.8,1.2,0.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1,4.6
Kenneth Lofton Jr.,Memphis Grizzlies,PF,15,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
Kenneth Lofton Jr.,Philadelphia 76ers,PF,2,4.5,0.5,3.0,0.167,0.0,1.0,0.0,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0
Kenneth Lofton Jr.,Utah Jazz,PF,4,22.8,5.3,8.8,0.6,1.0,3.0,0.333,2.3,2.8,0.818,2.5,2.5,5.0,4.8,0.8,0.5,1.5,2.3,13.8
Anthony Black,Orlando Magic,PG,69,16.9,1.7,3.6,0.466,0.5,1.4,0.394,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6
Josh Okogie,Phoenix Suns,SG,60,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6
Omer Yurtseven,Utah Jazz,C,48,11.4,2.1,3.8,0.538,0.1,0.5,0.208,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6
Shake Milton,,SG,48,12.1,1.6,4.1,0.405,0.4,1.3,0.281,0.8,1.0,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5
Shake Milton,Minnesota Timberwolves,SG,38,12.9,1.7,4.2,0.4,0.4,1.4,0.264,0.9,1.2,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7
Shake Milton,Detroit Pistons,SG,4,15.8,2.8,6.5,0.423,0.8,2.3,0.333,0.5,0.8,0.667,1.8,2.8,4.5,1.5,0.5,0.3,0.8,0.8,6.8
Shake Milton,New York Knicks,SG,6,4.5,0.7,1.5,0.444,0.2,0.3,0.5,0.3,0.3,1.0,0.0,1.0,1.0,0.7,0.2,0.0,0.0,1.2,1.8
Delon Wright,,PG,47,15.8,1.6,4.0,0.394,0.5,1.4,0.368,0.8,1.0,0.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5
Delon Wright,Washington Wizards,PG,33,13.8,1.5,3.7,0.393,0.4,1.2,0.368,0.7,0.9,0.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1
Delon Wright,Miami Heat,PG,14,20.4,1.9,4.7,0.394,0.8,2.1,0.367,0.9,1.1,0.813,0.4,1.5,1.9,2.6,1.4,0.2,0.2,0.7,5.4
A.J. Green,Milwaukee Bucks,SG,56,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5
Kevon Looney,Golden State Warriors,C,74,16.1,1.9,3.1,0.597,0.0,0.0,0.0,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5
Taze Moore,Portland Trail Blazers,SG,4,10.0,2.0,4.8,0.421,0.3,1.8,0.143,0.3,0.5,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5
Julian Strawther,Denver Nuggets,SF,50,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5
Bismack Biyombo,,C,40,19.8,1.9,3.3,0.565,0.0,0.0,,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4
Bismack Biyombo,Memphis Grizzlies,C,30,23.9,2.2,4.0,0.563,0.0,0.0,,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2
Bismack Biyombo,Oklahoma City Thunder,C,10,7.3,0.7,1.2,0.583,0.0,0.0,,0.4,0.8,0.5,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.7,1.8
Robert Covington,,PF,29,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
Robert Covington,Los Angeles Clippers,PF,3,23.0,1.0,3.0,0.333,0.7,2.7,0.25,0.3,0.7,0.5,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
Robert Covington,Philadelphia 76ers,SF,26,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
Patrick Baldwin Jr.,Washington Wizards,SF,38,13.0,1.6,4.1,0.381,0.8,2.6,0.32,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4
Mo Bamba,Philadelphia 76ers,C,57,13.0,1.7,3.5,0.49,0.4,1.1,0.391,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4
Dominick Barlow,San Antonio Spurs,PF,33,12.7,1.7,3.4,0.496,0.1,0.3,0.333,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4
MarJon Beauchamp,Milwaukee Bucks,SF,48,12.7,1.7,3.5,0.488,0.6,1.6,0.4,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4
Joe Ingles,Orlando Magic,SF,68,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4
Maxi Kleber,Dallas Mavericks,C,43,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4
Jontay Porter,Toronto Raptors,PF,26,13.8,1.5,4.0,0.385,0.8,2.3,0.333,0.6,0.7,0.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4
Lester Quinones,Golden State Warriors,SG,37,10.6,1.5,3.8,0.397,0.9,2.4,0.364,0.5,0.8,0.69,0.6,1.4,1.9,1.0,0.2,0.1,0.5,1.2,4.4
Ben Sheppard,Indiana Pacers,SG,57,14.3,1.6,4.0,0.393,0.9,2.7,0.314,0.4,0.5,0.885,0.3,1.3,1.6,0.9,0.6,0.0,0.3,1.5,4.4
Blake Wesley,San Antonio Spurs,SG,61,14.4,1.7,3.5,0.474,0.2,0.9,0.218,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4
Jeff Dowtin,Philadelphia 76ers,PG,12,11.8,1.7,3.0,0.556,0.8,1.6,0.474,0.3,0.3,0.75,0.3,1.4,1.7,2.3,0.6,0.1,0.4,0.1,4.3
Jaxson Hayes,Los Angeles Lakers,C,70,12.5,1.8,2.5,0.72,0.0,0.1,0.0,0.7,1.2,0.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3
Caleb Houstan,Orlando Magic,SF,59,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3
John Konchar,Memphis Grizzlies,SF,55,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.4,0.5,0.84,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3
Dru Smith,Miami Heat,SG,9,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
Thaddeus Young,,PF,33,13.3,2.0,3.3,0.602,0.0,0.2,0.143,0.2,0.5,0.4,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2
Thaddeus Young,Toronto Raptors,PF,23,15.2,2.3,3.8,0.621,0.0,0.3,0.167,0.2,0.5,0.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0
Thaddeus Young,Phoenix Suns,PF,10,8.9,1.1,2.1,0.524,0.0,0.1,0.0,0.1,0.3,0.333,1.7,1.1,2.8,0.7,0.5,0.2,0.4,1.1,2.3
Jacob Gilyard,,PG,41,17.0,1.5,3.7,0.4,1.2,3.1,0.405,0.0,0.0,1.0,0.2,0.9,1.1,3.3,0.8,0.1,0.7,1.0,4.2
Jacob Gilyard,Memphis Grizzlies,PG,37,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.1,0.1,1.0,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7
Jacob Gilyard,Brooklyn Nets,PG,4,11.3,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,0.0
Armoni Brooks,Brooklyn Nets,PG,10,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2
Troy Brown Jr.,,SF,59,14.0,1.4,3.8,0.372,0.8,2.4,0.333,0.5,0.6,0.865,0.4,2.0,2.4,1.0,0.4,0.1,0.5,0.7,4.2
Troy Brown Jr.,Minnesota Timberwolves,SF,37,11.1,1.4,3.2,0.441,0.8,2.3,0.369,0.5,0.6,0.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2
Troy Brown Jr.,Detroit Pistons,SF,22,19.0,1.5,4.9,0.296,0.7,2.6,0.281,0.6,0.7,0.867,0.5,2.8,3.3,1.1,0.7,0.0,0.5,0.7,4.2
Max Christie,Los Angeles Lakers,SG,67,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.2
Ashton Hagans,Portland Trail Blazers,PG,19,16.6,1.5,3.7,0.408,0.4,1.3,0.32,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2
Danuel House Jr.,Philadelphia 76ers,SF,34,15.0,1.4,3.1,0.448,0.4,1.5,0.3,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
Skylar Mays,,SG,38,11.4,1.7,4.2,0.396,0.4,1.4,0.296,0.3,0.4,0.765,0.3,0.9,1.1,2.2,0.6,0.1,0.5,0.7,4.1
Skylar Mays,Portland Trail Blazers,PG,21,17.0,2.5,6.6,0.384,0.7,2.3,0.286,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3
Skylar Mays,Los Angeles Lakers,SG,17,4.5,0.6,1.2,0.476,0.1,0.3,0.4,0.0,0.0,,0.1,0.3,0.4,0.6,0.4,0.1,0.1,0.4,1.3
Sandro Mamukelashvili,San Antonio Spurs,C,46,9.8,1.6,3.4,0.471,0.4,1.4,0.297,0.5,0.7,0.735,1.0,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1
Luka Samanic,Utah Jazz,PF,43,9.4,1.4,3.7,0.38,0.3,1.5,0.203,1.0,1.3,0.786,0.5,1.9,2.4,0.4,0.1,0.2,0.7,0.7,4.1
Jae'Sean Tate,Houston Rockets,SF,65,15.9,1.7,3.5,0.472,0.4,1.2,0.299,0.4,0.6,0.667,0.9,2.1,3.0,1.0,0.6,0.2,0.6,2.1,4.1
Patty Mills,,PG,32,13.0,1.4,4.1,0.351,0.8,2.7,0.276,0.3,0.3,1.0,0.3,0.8,1.1,1.1,0.6,0.0,0.5,1.0,4.0
Patty Mills,Atlanta Hawks,PG,19,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7
Patty Mills,Miami Heat,PG,13,16.4,2.1,6.2,0.338,0.8,4.1,0.208,0.8,0.8,1.0,0.3,0.8,1.2,1.5,0.8,0.0,0.6,1.2,5.8
Izaiah Brockington,New Orleans Pelicans,PG,1,3.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Ousmane Dieng,Oklahoma City Thunder,PF,33,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0
Luka Garza,Minnesota Timberwolves,C,25,4.9,1.4,3.0,0.48,0.4,1.3,0.281,0.7,1.0,0.72,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0
Mouhamed Gueye,Atlanta Hawks,PF,6,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,1.0,0.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0
Justin Holiday,Denver Nuggets,SG,58,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4.0
Matthew Hurt,Memphis Grizzlies,PF,8,14.1,1.5,4.3,0.353,0.6,2.5,0.25,0.4,0.4,1.0,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0
JaVale McGee,Sacramento Kings,C,46,7.4,1.7,2.9,0.598,0.0,0.2,0.143,0.6,1.0,0.578,0.9,1.8,2.7,0.4,0.3,0.4,0.7,1.0,4.0
Svi Mykhailiuk,Boston Celtics,SF,41,10.1,1.4,3.3,0.416,1.0,2.6,0.389,0.1,0.2,0.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0
Rayan Rupert,Portland Trail Blazers,SG,39,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0
Adama Sanogo,Chicago Bulls,PF,9,7.3,1.6,3.0,0.519,0.0,0.0,,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0
Jaylin Williams,Oklahoma City Thunder,C,69,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0
Jules Bernard,Washington Wizards,SG,19,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9
Chris Duarte,Sacramento Kings,SF,59,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9
DeAndre Jordan,Denver Nuggets,C,36,11.0,1.6,2.6,0.624,0.0,0.0,,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9
Sidy Cissoko,San Antonio Spurs,SF,12,11.8,1.3,2.8,0.485,0.1,1.0,0.083,1.0,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8
Anthony Gill,Washington Wizards,PF,50,9.3,1.5,3.2,0.469,0.2,0.8,0.244,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8
KJ Martin,,SF,60,12.4,1.6,3.0,0.536,0.1,0.5,0.286,0.4,0.7,0.537,0.7,1.5,2.2,0.9,0.4,0.2,0.5,1.7,3.7
KJ Martin,Los Angeles Clippers,SF,2,15.5,2.0,5.0,0.4,0.5,2.5,0.2,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
KJ Martin,Philadelphia 76ers,SF,58,12.3,1.6,2.9,0.544,0.1,0.4,0.304,0.4,0.7,0.538,0.7,1.5,2.2,0.9,0.3,0.2,0.5,1.7,3.7
Keita Bates-Diop,,SF,53,12.5,1.4,3.1,0.434,0.4,1.3,0.304,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7
Keita Bates-Diop,Phoenix Suns,SF,39,15.3,1.6,3.8,0.427,0.5,1.6,0.313,0.7,0.9,0.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5
Keita Bates-Diop,Brooklyn Nets,SF,14,4.9,0.6,1.1,0.5,0.1,0.4,0.2,0.4,0.4,1.0,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6
Oshae Brissett,Boston Celtics,SF,55,11.5,1.2,2.8,0.444,0.3,1.0,0.273,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7
Jamal Cain,Miami Heat,PF,26,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7
Drew Peterson,Boston Celtics,PF,3,7.7,1.3,2.0,0.667,1.0,1.7,0.6,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7
T.J. Warren,Minnesota Timberwolves,SF,11,11.4,1.6,3.7,0.439,0.2,1.2,0.154,0.3,0.4,0.75,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7
James Bouknight,,SG,14,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6
Collin Gillespie,Denver Nuggets,PG,24,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.3,0.5,0.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6
Gui Santos,Golden State Warriors,PF,23,8.3,1.2,2.4,0.509,0.4,1.2,0.37,0.7,0.7,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1.0,3.6
Jarace Walker,Indiana Pacers,PF,33,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6
Lindy Waters III,Oklahoma City Thunder,SG,38,7.4,1.3,2.7,0.471,1.0,2.2,0.435,0.1,0.1,1.0,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6
Theo Maledon,,PG,17,12.5,1.2,4.1,0.286,0.3,1.8,0.167,0.8,0.9,0.933,0.2,1.2,1.4,1.6,0.4,0.0,1.1,1.2,3.5
Theo Maledon,,PG,13,15.4,1.5,5.1,0.288,0.4,2.3,0.167,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2
Theo Maledon,Phoenix Suns,PG,4,3.3,0.3,1.0,0.25,0.0,0.0,,0.8,0.8,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.8,1.3
Onuralp Bitim,Chicago Bulls,SG,23,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5
Jordan McLaughlin,Minnesota Timberwolves,PG,56,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5
Marques Bolden,,C,11,11.0,1.5,2.3,0.68,0.0,0.1,0.0,0.3,0.4,0.75,0.9,2.2,3.1,0.4,0.3,0.6,0.3,0.9,3.4
Marques Bolden,Milwaukee Bucks,C,2,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
Marques Bolden,,C,9,13.1,1.9,2.8,0.68,0.0,0.1,0.0,0.3,0.4,0.75,1.1,2.4,3.6,0.4,0.3,0.8,0.3,1.0,4.1
Ryan Rollins,,PG,13,6.0,1.1,2.1,0.519,0.2,0.3,0.75,1.0,1.3,0.765,0.2,0.8,1.0,1.1,0.8,0.2,0.6,0.6,3.4
