id,player,team,position,games_played,minutes_per_game,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,wins,losses,margin_of_victory,offensive_rating,defensive_rating,net_rating,true_shooting_percentage,team_points_per_game,win_percentage,match_outcome,rebounds_per_game,player_impact
283,Precious Achiuwa,Toronto Raptors,C,25,17.5,3.1,6.8,0.459,0.5,1.9,0.277,1.0,1.7,0.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.06585365853658537,0.038571990558615266
284,Precious Achiuwa,New York Knicks,PF,49,24.2,3.2,6.1,0.525,0.3,1.0,0.26,0.9,1.4,0.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,2.1,7.6,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.0878048780487805,0.04543849471586753
285,Toumani Camara,Portland Trail Blazers,PF,70,24.8,2.8,6.3,0.45,0.8,2.5,0.337,1.1,1.4,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.059756097560975614,0.04453358463427034
287,Brice Sensabaugh,Utah Jazz,SF,32,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.03902439024390244,0.047525845628826655
289,Cameron Payne,Milwaukee Bucks,PG,47,14.9,2.1,4.7,0.455,1.1,2.8,0.397,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.015853658536585366,0.0557320265611033
290,Cameron Payne,Philadelphia 76ers,PG,31,19.4,3.5,8.4,0.413,1.7,4.4,0.382,0.7,0.7,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.021951219512195124,0.06092178136102106
291,Christian Braun,Denver Nuggets,SG,82,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.0451219512195122,0.06543615180116688
292,Jaden Hardy,Dallas Mavericks,SG,73,13.5,2.7,6.6,0.407,1.1,3.1,0.362,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.021951219512195124,0.04732806448236156
293,Taylor Hendricks,Utah Jazz,PF,40,21.4,2.7,6.0,0.45,1.3,3.5,0.379,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.05609756097560975,0.041955234367158485
294,Paul Reed,Philadelphia 76ers,C,82,19.4,3.2,5.9,0.54,0.3,0.7,0.368,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.07317073170731707,0.04253639397600449
296,Lamar Stevens,Boston Celtics,PF,19,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.4,0.6,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.01951219512195122,0.01987353206865402
297,Lamar Stevens,Memphis Grizzlies,PF,19,23.0,4.6,10.3,0.446,0.6,2.0,0.289,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.062195121951219505,0.04456950060524892
298,Johnny Juzang,Utah Jazz,SG,20,18.6,2.6,5.5,0.464,1.6,3.9,0.416,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.021951219512195124,0.0433227943390545
299,Kevin Knox,Detroit Pistons,SF,31,18.1,2.8,6.0,0.462,1.0,3.0,0.33,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.029268292682926828,0.030709791993349837
300,Trey Lyles,Sacramento Kings,PF,58,20.0,2.5,5.5,0.445,1.4,3.8,0.384,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.05365853658536586,0.05924077460816655
301,Jose Alvarado,New Orleans Pelicans,PG,56,18.4,2.5,6.2,0.412,1.4,3.7,0.377,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.028048780487804875,0.05953579858379228
302,Naji Marshall,New Orleans Pelicans,SF,66,19.0,2.6,5.6,0.463,0.9,2.3,0.387,1.0,1.3,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1.0,1.4,7.1,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.04390243902439025,0.05834775767112509
303,Landry Shamet,Washington Wizards,SG,46,15.8,2.6,6.0,0.431,1.2,3.4,0.338,0.8,1.0,0.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.015853658536585366,0.044398577995390195
304,James Wiseman,Detroit Pistons,C,63,17.3,3.0,4.8,0.613,0.0,0.0,0.0,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,2.2,7.1,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.06463414634146342,0.03123405943586934
306,Vasilije Micic,Oklahoma City Thunder,PG,30,12.0,1.2,3.0,0.407,0.4,1.5,0.244,0.5,0.6,0.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.00975609756097561,0.03834822506640908
309,Jordan Nwora,Indiana Pacers,SF,18,10.2,2.1,4.6,0.451,0.6,2.0,0.306,0.5,0.6,0.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.021951219512195124,0.03398116449760893
310,Jordan Nwora,Toronto Raptors,SF,34,15.6,3.0,6.4,0.465,1.0,2.8,0.347,1.0,1.2,0.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,0.9,7.9,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.041463414634146344,0.037263965381589305
312,Quentin Grimes,New York Knicks,SG,45,20.2,2.5,6.4,0.395,1.7,4.7,0.363,0.5,0.8,0.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.024390243902439025,0.04407647489091229
313,Quentin Grimes,Detroit Pistons,SG,6,19.2,1.5,7.0,0.214,0.7,4.7,0.143,1.7,1.8,0.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.024390243902439025,0.029529009465152745
314,Javon Freeman-Liberty,Toronto Raptors,PG,22,18.3,2.5,5.6,0.444,0.5,1.9,0.238,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.03902439024390244,0.03564122738001574
316,Evan Fournier,New York Knicks,SG,3,13.0,1.3,6.7,0.2,0.7,5.0,0.133,0.7,0.7,1.0,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0,50,32,4.59,118.2,113.4,4.8,0.574,193.4,0.6097560975609756,1,0.015853658536585366,0.025935127500189167
317,Evan Fournier,Detroit Pistons,SG,29,18.7,2.6,6.9,0.373,1.1,4.0,0.27,0.9,1.2,0.794,0.2,1.7,1.9,1.6,0.9,0.2,0.7,1.5,7.2,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.023170731707317073,0.034171846366023696
318,Gary Harris,Orlando Magic,SG,54,24.0,2.4,5.5,0.441,1.4,3.8,0.371,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.020731707317073172,0.061699722717719584
319,Killian Hayes,Detroit Pistons,PG,42,24.0,2.8,6.7,0.413,0.5,1.8,0.297,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.03414634146341463,0.04583325461449812
320,Bones Hyland,Los Angeles Clippers,PG,37,14.6,2.6,6.8,0.386,1.2,3.6,0.326,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.018292682926829267,0.05864441272059047
321,Maozinha Pereira,Memphis Grizzlies,SF,7,17.4,2.6,5.0,0.514,0.7,1.9,0.385,1.0,1.4,0.7,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.06463414634146342,0.025570693932916097
322,Trendon Watford,Brooklyn Nets,PF,63,13.6,2.6,4.9,0.527,0.4,1.1,0.397,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.03780487804878049,0.04728935062025707
323,Aaron Wiggins,Oklahoma City Thunder,SG,78,15.7,2.7,4.8,0.562,0.8,1.6,0.492,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.029268292682926828,0.052998470578765194
324,Christian Wood,Los Angeles Lakers,PF,50,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.062195121951219505,0.05231402839652576
326,Trey Jemison,Washington Wizards,C,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.006097560975609756,3.255505059054862e-05
327,Trey Jemison,Memphis Grizzlies,C,23,24.9,3.3,5.9,0.551,0.0,0.0,0.0,0.9,1.1,0.84,2.8,3.0,5.8,1.2,0.5,1.2,1.4,3.0,7.4,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.07073170731707316,0.030519998969789058
328,Julian Champagnie,San Antonio Spurs,SF,74,19.8,2.2,5.4,0.408,1.4,3.7,0.365,1.0,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.03414634146341463,0.049873690741752956
329,Jonathan Isaac,Orlando Magic,PF,58,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.054878048780487805,0.053257625262711716
330,Cedi Osman,San Antonio Spurs,SF,72,17.6,2.6,5.3,0.479,1.2,3.1,0.389,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.03048780487804878,0.051668611780000304
331,Day'Ron Sharpe,Brooklyn Nets,C,61,15.1,2.8,4.8,0.571,0.1,0.2,0.267,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.07804878048780488,0.04752037187421243
332,Cason Wallace,Oklahoma City Thunder,SG,82,20.6,2.6,5.4,0.491,1.2,2.9,0.419,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.028048780487804875,0.05497061901312082
333,Robert Williams,Portland Trail Blazers,C,6,19.8,2.8,4.3,0.654,0.0,0.0,0.0,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.07682926829268293,0.03902811015908837
335,Davis Bertans,Oklahoma City Thunder,PF,15,6.1,0.7,1.7,0.385,0.7,1.6,0.417,0.9,1.0,0.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.008536585365853657,0.02315865732914755
337,Jahmi'us Ramsey,Toronto Raptors,SG,7,17.3,2.6,5.9,0.439,0.9,3.1,0.273,0.7,0.9,0.833,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,6.7,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.03780487804878049,0.031604051927616054
338,Peyton Watson,Denver Nuggets,SF,80,18.6,2.6,5.6,0.465,0.6,1.9,0.296,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.03902439024390244,0.05734472853141115
339,Amir Coffey,Los Angeles Clippers,SF,70,20.9,2.4,5.0,0.472,1.0,2.6,0.38,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.025609756097560978,0.04810466846885156
340,Aaron Holiday,Houston Rockets,PG,78,16.3,2.4,5.3,0.446,1.1,2.8,0.387,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.01951219512195122,0.05609268617669522
341,Dennis Smith Jr.,Brooklyn Nets,PG,56,18.9,2.6,6.0,0.435,0.6,1.9,0.294,0.8,1.0,0.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.03536585365853658,0.05875640558931421
343,Chimezie Metu,Phoenix Suns,C,37,12.1,1.8,3.5,0.508,0.4,1.4,0.294,1.0,1.2,0.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.036585365853658534,0.03365705389576692
344,Chimezie Metu,Detroit Pistons,C,14,29.4,4.1,8.1,0.5,0.9,3.1,0.302,1.4,1.5,0.952,1.2,4.8,6.0,1.9,1.7,0.5,1.8,2.3,10.5,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.07317073170731707,0.048308174793599216
346,Jordan Goodwin,Phoenix Suns,PG,40,14.0,1.9,4.8,0.389,0.6,2.0,0.288,0.6,0.7,0.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.03536585365853658,0.04276818148120691
347,Jordan Goodwin,Memphis Grizzlies,PG,17,29.2,3.9,11.1,0.349,1.1,3.6,0.311,1.1,1.8,0.633,2.8,5.2,8.0,4.5,1.5,0.5,1.6,1.9,10.0,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.0975609756097561,0.05138177041749298
349,David Roddy,Memphis Grizzlies,PF,48,23.2,3.2,8.0,0.402,1.0,3.3,0.301,1.0,1.4,0.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.051219512195121955,0.035379160549789235
350,David Roddy,Phoenix Suns,PF,17,3.7,0.6,1.4,0.435,0.1,0.5,0.125,0.1,0.1,1.0,0.1,0.5,0.6,0.2,0.1,0.0,0.2,0.2,1.3,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.007317073170731707,0.009163021721402624
351,David Duke Jr.,San Antonio Spurs,SG,4,12.8,2.5,4.5,0.556,0.8,1.5,0.5,0.8,0.8,1.0,0.5,2.0,2.5,1.3,0.5,0.0,0.8,1.0,6.5,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.03048780487804878,0.04742875714644487
352,Jeff Green,Houston Rockets,PF,78,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.028048780487804875,0.049487333647487045
353,Isaiah Jackson,Indiana Pacers,C,59,13.1,2.6,3.9,0.665,0.0,0.1,0.0,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.04878048780487805,0.040135338546176284
355,Marcus Morris,Philadelphia 76ers,PF,37,17.2,2.4,5.5,0.439,1.0,2.4,0.4,0.8,1.0,0.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.03536585365853658,0.03646574719793299
356,Marcus Morris,Cleveland Cavaliers,PF,12,15.0,2.2,4.9,0.441,1.0,2.4,0.414,0.4,0.7,0.625,0.4,1.7,2.1,0.8,0.2,0.2,0.9,1.1,5.8,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.025609756097560978,0.04141006097560975
357,Kyle Anderson,Minnesota Timberwolves,PF,79,22.6,2.5,5.5,0.46,0.1,0.6,0.229,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.042682926829268296,0.07468549422336329
358,Chris Boucher,Toronto Raptors,PF,50,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.049999999999999996,0.0280241935483871
359,Jared Butler,Washington Wizards,SG,40,14.2,2.5,5.0,0.488,0.6,2.0,0.308,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.018292682926829267,0.050818433971846384
360,Bruno Fernando,Atlanta Hawks,C,45,15.2,2.4,4.2,0.583,0.0,0.1,0.0,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.0524390243902439,0.04203795897307172
362,Daniel Theis,Indiana Pacers,C,1,8.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.0,0.010922992900054615
363,Daniel Theis,Los Angeles Clippers,C,59,17.1,2.6,4.9,0.536,0.4,1.2,0.371,0.6,0.8,0.76,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.049999999999999996,0.04576587795765878
365,Jaylen Nowell,Memphis Grizzlies,SG,9,17.3,2.4,6.1,0.4,0.4,2.6,0.174,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.01951219512195122,0.026467835956078673
366,Jaylen Nowell,Detroit Pistons,SG,4,14.5,3.0,5.8,0.522,0.5,1.5,0.333,1.0,1.5,0.667,0.8,1.8,2.5,0.8,0.3,0.5,0.5,0.5,7.5,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.03048780487804878,0.032263701800457206
368,Patrick Beverley,Philadelphia 76ers,PG,47,19.6,2.2,5.1,0.432,0.7,2.3,0.321,1.1,1.3,0.81,0.6,2.4,3.1,3.1,0.5,0.4,1.0,1.8,6.3,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.03780487804878049,0.04628643883300039
369,Patrick Beverley,Milwaukee Bucks,PG,26,20.9,2.1,5.3,0.391,1.0,2.8,0.361,0.9,1.0,0.852,0.7,2.9,3.6,2.6,0.7,0.5,0.6,1.7,6.0,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.04390243902439025,0.05657004214021197
370,Jae Crowder,Milwaukee Bucks,PF,50,23.1,2.3,5.4,0.422,1.2,3.3,0.349,0.5,0.7,0.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.03902439024390244,0.049339164857617156
371,Keon Johnson,Brooklyn Nets,SG,5,12.2,1.6,4.2,0.381,0.8,2.0,0.4,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.017073170731707315,0.03913360029122679
372,Haywood Highsmith,Miami Heat,PF,66,20.7,2.3,5.0,0.465,1.2,2.9,0.396,0.3,0.5,0.639,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.03902439024390244,0.03917220990391722
373,Vit Krejci,Atlanta Hawks,PG,22,24.6,2.3,4.7,0.49,1.3,3.1,0.412,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.029268292682926828,0.048194787265196826
374,Kris Murray,Portland Trail Blazers,SF,62,21.7,2.3,5.9,0.396,0.8,3.0,0.268,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.04390243902439025,0.03784393715823279
375,Ben Simmons,Brooklyn Nets,PG,15,23.9,2.9,4.9,0.581,0.0,0.0,0.0,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.09634146341463415,0.06829128279801742
376,Zavier Simpson,Memphis Grizzlies,PG,7,23.0,2.4,7.7,0.315,0.7,2.4,0.294,0.4,0.6,0.75,0.6,2.3,2.9,3.6,1.0,0.4,1.4,1.6,6.0,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.03536585365853658,0.03391540251199766
378,Tosan Evbuomwan,Memphis Grizzlies,SF,4,18.5,1.0,3.8,0.267,0.5,2.0,0.25,0.0,0.0,0.0,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.042682926829268296,0.01422978854920545
379,Tosan Evbuomwan,Detroit Pistons,SF,13,22.5,2.5,4.3,0.571,0.8,1.8,0.417,1.3,1.9,0.68,0.8,2.8,3.5,0.8,0.5,0.3,0.6,1.4,7.0,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.042682926829268296,0.030374449755341863
380,Justin Champagnie,Washington Wizards,SF,15,15.7,2.1,5.2,0.41,0.9,3.0,0.289,0.8,1.0,0.8,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9,5.9,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.042682926829268296,0.03866888909145365
383,Ochai Agbaji,Utah Jazz,SG,51,19.7,2.1,4.9,0.426,0.9,2.8,0.331,0.3,0.4,0.75,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.03048780487804878,0.032564237679413834
384,Ochai Agbaji,Toronto Raptors,SG,27,23.6,2.7,6.8,0.391,0.6,2.6,0.217,0.8,1.3,0.611,1.4,1.9,3.3,1.3,0.7,0.6,1.1,1.9,6.7,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.04024390243902439,0.03242033831628639
385,Noah Clowney,Brooklyn Nets,PF,23,16.1,2.2,4.0,0.538,0.5,1.4,0.364,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.042682926829268296,0.038132508190753554
386,Dyson Daniels,New Orleans Pelicans,PG,61,22.3,2.3,5.1,0.447,0.7,2.2,0.311,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.0475609756097561,0.05514555468135326
388,Danilo Gallinari,Washington Wizards,PF,26,14.8,2.2,5.0,0.435,0.8,2.5,0.313,1.8,2.2,0.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.03536585365853658,0.043968851327594954
389,Danilo Gallinari,Detroit Pistons,SF,6,15.0,2.0,3.7,0.545,1.2,2.0,0.583,3.5,4.0,0.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.028048780487804875,0.04154937560219909
390,Danilo Gallinari,Milwaukee Bucks,SF,17,9.1,0.8,2.2,0.378,0.2,1.0,0.176,0.9,1.1,0.889,0.4,0.7,1.1,0.7,0.4,0.1,0.6,0.9,2.8,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.013414634146341465,0.022993551270591238
